NCBI_UnigeneID	v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
Hs.646538	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646539	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646540	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646541	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646542	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646544	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646545	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646547	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646548	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646549	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646550	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646551	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646552	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646553	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646554	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646556	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646558	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646559	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646560	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646561	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646562	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646563	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646564	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646565	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646566	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646567	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646568	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646569	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646570	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646571	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646572	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646573	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646574	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646575	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646576	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646578	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646579	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646581	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646582	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646583	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646584	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646585	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646586	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646587	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646588	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646589	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646591	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646592	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646593	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646594	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646595	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646597	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646598	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646599	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646601	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646602	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646603	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646604	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646605	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646607	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646608	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646609	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646610	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646611	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646612	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646613	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646614	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646615	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646616	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646617	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646618	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646619	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646620	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646621	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646622	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646623	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646624	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646625	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646626	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646629	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646630	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646631	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646632	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646633	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646634	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646635	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646636	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646637	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646639	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646640	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646641	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646642	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646643	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646645	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646646	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646647	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646648	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646650	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646651	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646652	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646653	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646654	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646655	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646656	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646657	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646658	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646659	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646660	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646661	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646662	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646663	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646664	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646665	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646667	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646668	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646669	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646670	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646671	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646672	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646673	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646674	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646675	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646676	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646677	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646678	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646679	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646680	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646681	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646682	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646683	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646684	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646685	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646686	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646687	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646688	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646689	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646690	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646691	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646692	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646693	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646694	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646695	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646696	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646697	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646698	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646699	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646704	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646705	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646706	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646707	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646708	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646709	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646710	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646711	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646712	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646715	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646716	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646719	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646720	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646721	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646722	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646723	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646724	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646726	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646727	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646728	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646729	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646731	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646732	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646733	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646734	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646735	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646737	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646738	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646739	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646740	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646741	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646742	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646743	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646744	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646747	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646748	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646749	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646751	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646752	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646753	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646754	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646755	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646756	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646757	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646758	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646759	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646760	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646761	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646762	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646763	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646764	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646765	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646766	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646767	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646768	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646770	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646771	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646772	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646773	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646774	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646775	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646776	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646777	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646778	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646779	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646780	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646781	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646782	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646783	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646784	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646785	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646786	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646787	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646788	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646790	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646791	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646792	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646793	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646794	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646795	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646796	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646797	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646798	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646803	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646804	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646805	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646806	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646807	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646808	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646809	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646810	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646812	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646814	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646817	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646818	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646819	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646820	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646822	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646824	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646825	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646826	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646827	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646828	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646829	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646830	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646831	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646832	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646833	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646834	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646835	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646836	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646837	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646838	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646839	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646840	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646841	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646842	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646843	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646844	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646846	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646847	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646848	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646849	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646850	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646851	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646853	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646856	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646857	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646858	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646859	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646860	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646863	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646864	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646865	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646866	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646867	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646868	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646869	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646870	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646871	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646872	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646873	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646874	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646875	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646876	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646877	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646883	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646885	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646886	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646887	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646888	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646889	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646890	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646891	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646892	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646893	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646895	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646896	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646897	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646898	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646899	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646903	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646904	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646905	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646906	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646907	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646908	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646909	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.64691	57.4	70.4	51.4	32.8	31.2	65.4	73.9	48.9	96	27.2
Hs.646910	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646911	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646912	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646913	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646914	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646915	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646916	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646917	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646918	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646919	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646923	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646924	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646925	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646926	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646927	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646928	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646929	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646930	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646931	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646932	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646933	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646934	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646935	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646936	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646937	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.646938	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
